Chr	gene	all	syn	lof	lof_SNV	mis	Mis_MetaSVM	Mis_CADD15	Mis_CADD20	Mis_CADD30	Mis_MetaSVM_or_CADD15	Mis_MetaSVM_or_CADD20	SpliceSite	StopGain	StopLoss	Mis_mpc2	Mis_mpc2_and_MetaSVM	Mis_mpc2_or_MetaSVM
18	NARS	2.52E-05	6.05E-06	4.25E-06	2.19E-06	1.49E-05	8.00E-06	1.38E-05	1.28E-05	2.45E-06	1.38E-05	1.29E-05	5.29E-07	1.65E-06	1.89E-08	0	0	8.00E-06
18	NDC80	2.31E-05	5.72E-06	3.19E-06	1.84E-06	1.42E-05	2.16E-07	1.29E-05	9.97E-06	6.85E-07	1.29E-05	9.97E-06	7.39E-07	1.08E-06	2.32E-08	0	0	2.16E-07
18	NDUFV2	9.49E-06	2.33E-06	1.06E-06	6.40E-07	6.09E-06	1.35E-06	5.15E-06	4.62E-06	8.03E-07	5.15E-06	4.62E-06	2.89E-07	3.39E-07	1.20E-08	0	0	1.35E-06
18	NEDD4L	4.78E-05	1.30E-05	5.77E-06	3.41E-06	2.90E-05	8.05E-06	2.75E-05	2.59E-05	5.57E-06	2.75E-05	2.59E-05	1.51E-06	1.89E-06	1.18E-08	1.00E-05	4.46E-06	1.36E-05
18	NETO1	2.29E-05	5.46E-06	2.90E-06	1.62E-06	1.45E-05	1.11E-06	1.37E-05	1.26E-05	1.08E-06	1.37E-05	1.26E-05	5.60E-07	1.02E-06	3.77E-08	1.60E-07	6.87E-08	1.20E-06
18	NFATC1	7.07E-05	2.53E-05	3.28E-06	1.69E-06	4.21E-05	6.88E-06	3.11E-05	2.42E-05	6.41E-07	3.11E-05	2.43E-05	3.78E-07	1.27E-06	4.54E-08	3.31E-06	1.09E-06	9.10E-06
18	NOL4	3.16E-05	8.49E-06	3.88E-06	2.01E-06	1.92E-05	8.00E-06	1.88E-05	1.73E-05	3.43E-06	1.88E-05	1.73E-05	5.03E-07	1.49E-06	1.68E-08	7.67E-06	5.28E-06	1.04E-05
18	NPC1	6.04E-05	1.80E-05	5.31E-06	2.98E-06	3.71E-05	2.34E-05	3.20E-05	2.70E-05	2.45E-06	3.21E-05	2.81E-05	1.10E-06	1.86E-06	1.80E-08	0	0	2.34E-05
18	ONECUT2	3.82E-05	1.36E-05	1.29E-06	6.10E-07	2.33E-05	3.34E-06	2.30E-05	1.97E-05	3.18E-06	2.30E-05	1.97E-05	4.03E-08	5.44E-07	2.64E-08	1.47E-06	7.61E-07	4.04E-06
18	OSBPL1A	3.67E-05	9.22E-06	4.99E-06	2.85E-06	2.24E-05	2.98E-06	2.08E-05	1.86E-05	2.50E-06	2.08E-05	1.86E-05	1.13E-06	1.71E-06	1.22E-08	5.99E-07	2.69E-07	3.31E-06
18	PARD6G	3.19E-05	1.07E-05	1.51E-06	7.27E-07	1.97E-05	1.61E-07	1.52E-05	1.25E-05	4.95E-07	1.52E-05	1.25E-05	8.47E-08	6.23E-07	1.94E-08	5.73E-06	1.44E-07	5.74E-06
18	PHLPP1	0.000106657	3.64E-05	5.81E-06	2.96E-06	6.44E-05	1.55E-06	5.11E-05	4.03E-05	2.97E-06	5.11E-05	4.03E-05	6.57E-07	2.28E-06	2.60E-08	2.03E-06	0	3.58E-06
18	PIAS2	2.57E-05	6.39E-06	3.04E-06	1.83E-06	1.63E-05	8.71E-07	1.52E-05	1.27E-05	1.20E-06	1.52E-05	1.27E-05	7.81E-07	9.64E-07	8.98E-08	0	0	8.71E-07
18	PIEZO2	0.000117443	3.17E-05	1.29E-05	7.04E-06	7.28E-05	1.44E-05	6.54E-05	5.70E-05	5.47E-06	6.55E-05	5.70E-05	2.31E-06	4.71E-06	1.53E-08	0	0	1.44E-05
18	PIGN	3.31E-05	8.37E-06	4.08E-06	2.46E-06	2.06E-05	4.04E-06	1.79E-05	1.49E-05	2.20E-06	1.79E-05	1.49E-05	1.16E-06	1.29E-06	1.75E-08	0	0	4.04E-06
18	PIK3C3	3.44E-05	8.45E-06	4.16E-06	2.41E-06	2.18E-05	8.41E-06	2.16E-05	2.03E-05	2.85E-06	2.16E-05	2.03E-05	9.83E-07	1.40E-06	2.30E-08	4.79E-06	3.95E-06	9.25E-06
18	PMAIP1	3.04E-06	9.25E-07	1.48E-07	9.92E-08	1.97E-06	0	1.32E-06	7.69E-07	8.92E-09	1.32E-06	7.69E-07	4.11E-08	3.89E-08	1.92E-08	0	0	0
18	POLI	2.75E-05	7.12E-06	2.49E-06	1.37E-06	1.79E-05	1.50E-06	1.20E-05	9.34E-06	7.29E-07	1.20E-05	9.34E-06	4.34E-07	9.00E-07	3.08E-08	0	0	1.50E-06
18	POTEC	2.17E-05	5.96E-06	2.14E-06	1.19E-06	1.36E-05	2.44E-07	4.29E-06	1.08E-06	2.19E-08	4.29E-06	1.13E-06	4.12E-07	7.58E-07	1.94E-08	0	0	2.44E-07
18	PPP4R1	3.90E-05	1.00E-05	4.57E-06	2.48E-06	2.44E-05	0	2.11E-05	1.90E-05	3.44E-06	2.11E-05	1.90E-05	7.79E-07	1.68E-06	1.94E-08	1.39E-06	0	1.39E-06
18	PQLC1	1.73E-05	5.40E-06	9.74E-07	5.55E-07	1.09E-05	4.65E-06	8.94E-06	7.82E-06	8.10E-07	8.99E-06	7.99E-06	1.84E-07	3.35E-07	3.54E-08	0	0	4.65E-06
18	PRELID3A	1.02E-05	2.99E-06	8.19E-07	5.11E-07	6.39E-06	2.76E-07	5.56E-06	4.90E-06	1.16E-07	5.56E-06	4.90E-06	2.52E-07	2.46E-07	1.24E-08	0	0	2.76E-07
18	PSMA8	1.07E-05	2.54E-06	1.69E-06	9.17E-07	6.49E-06	1.18E-06	6.12E-06	5.70E-06	6.26E-07	6.13E-06	5.71E-06	2.85E-07	6.19E-07	1.27E-08	0	0	1.18E-06
18	PSMG2	1.05E-05	2.72E-06	8.64E-07	5.35E-07	6.96E-06	1.15E-06	6.04E-06	4.73E-06	1.96E-07	6.04E-06	4.73E-06	2.52E-07	2.63E-07	1.99E-08	0	0	1.15E-06
18	PSTPIP2	1.45E-05	3.25E-06	2.71E-06	1.59E-06	8.52E-06	1.57E-07	7.49E-06	6.54E-06	4.65E-07	7.49E-06	6.54E-06	6.81E-07	8.95E-07	1.36E-08	0	0	1.57E-07
18	PTPN2	1.86E-05	3.99E-06	3.11E-06	1.62E-06	1.15E-05	3.82E-06	9.69E-06	8.25E-06	9.63E-07	9.69E-06	8.26E-06	4.09E-07	1.19E-06	3.09E-08	1.77E-06	1.59E-06	4.00E-06
18	PTPRM	6.75E-05	1.83E-05	7.51E-06	4.21E-06	4.17E-05	7.65E-06	4.11E-05	3.82E-05	6.21E-06	4.11E-05	3.83E-05	1.55E-06	2.64E-06	1.99E-08	2.05E-07	8.64E-08	7.77E-06
18	RAB12	1.35E-05	4.37E-06	9.28E-07	5.41E-07	8.22E-06	2.43E-06	7.97E-06	7.02E-06	7.22E-07	7.97E-06	7.02E-06	2.12E-07	3.10E-07	1.86E-08	1.04E-06	5.20E-07	2.95E-06
18	RAB27B	8.68E-06	2.08E-06	8.73E-07	4.99E-07	5.72E-06	2.52E-06	5.62E-06	5.10E-06	1.01E-06	5.62E-06	5.10E-06	1.81E-07	2.99E-07	1.94E-08	0	0	2.52E-06
18	RAB31	8.87E-06	2.15E-06	9.69E-07	5.80E-07	5.75E-06	1.43E-06	5.49E-06	5.21E-06	7.00E-07	5.50E-06	5.22E-06	2.50E-07	3.12E-07	1.81E-08	0	0	1.43E-06
18	RALBP1	2.78E-05	7.10E-06	3.00E-06	1.54E-06	1.77E-05	1.81E-07	1.62E-05	1.45E-05	6.80E-07	1.62E-05	1.45E-05	3.47E-07	1.17E-06	1.66E-08	0	0	1.81E-07
18	RAX	3.16E-05	1.18E-05	1.29E-06	6.29E-07	1.85E-05	8.55E-06	1.61E-05	1.33E-05	3.64E-06	1.61E-05	1.34E-05	8.46E-08	5.26E-07	1.79E-08	2.33E-06	2.10E-06	8.79E-06
18	RBBP8	3.30E-05	6.94E-06	4.48E-06	2.40E-06	2.16E-05	6.41E-07	1.58E-05	1.27E-05	1.05E-06	1.58E-05	1.27E-05	6.96E-07	1.66E-06	3.96E-08	0	0	6.41E-07
18	RBFA	1.77E-05	4.38E-06	1.78E-06	9.50E-07	1.15E-05	9.69E-08	4.53E-06	2.84E-06	6.90E-08	4.53E-06	2.84E-06	2.43E-07	6.67E-07	3.98E-08	0	0	9.69E-08
18	RIOK3	2.06E-05	4.80E-06	2.30E-06	1.37E-06	1.36E-05	2.13E-07	1.32E-05	1.16E-05	1.90E-06	1.32E-05	1.16E-05	6.10E-07	7.41E-07	2.38E-08	0	0	2.13E-07
18	RIT2	8.76E-06	2.10E-06	8.84E-07	5.35E-07	5.77E-06	2.80E-06	5.20E-06	4.64E-06	6.28E-07	5.21E-06	4.64E-06	2.09E-07	2.79E-07	4.70E-08	0	0	2.80E-06
18	RNF125	1.23E-05	3.43E-06	8.55E-07	5.04E-07	8.04E-06	1.94E-06	7.55E-06	6.34E-06	3.82E-07	7.55E-06	6.35E-06	2.04E-07	2.81E-07	1.85E-08	0	0	1.94E-06
18	RNF138	1.03E-05	2.71E-06	8.57E-07	5.38E-07	6.74E-06	2.75E-06	6.66E-06	5.98E-06	2.08E-07	6.67E-06	6.00E-06	2.65E-07	2.56E-07	1.66E-08	1.94E-06	1.46E-06	3.23E-06
18	RNF152	1.14E-05	3.55E-06	4.76E-07	2.21E-07	7.38E-06	3.75E-06	6.96E-06	6.26E-06	8.24E-08	6.96E-06	6.26E-06	0	2.04E-07	1.66E-08	0	0	3.75E-06
18	RNF165	1.84E-05	5.22E-06	2.02E-06	1.07E-06	1.12E-05	3.39E-07	1.11E-05	1.02E-05	1.12E-06	1.11E-05	1.02E-05	2.94E-07	7.58E-07	1.68E-08	2.28E-07	1.08E-07	4.60E-07
18	RNMT	1.83E-05	4.23E-06	2.12E-06	1.18E-06	1.19E-05	1.97E-06	8.96E-06	7.30E-06	1.08E-06	8.96E-06	7.30E-06	4.01E-07	7.47E-07	3.43E-08	0	0	1.97E-06
18	ROCK1	5.00E-05	1.14E-05	8.49E-06	4.51E-06	3.01E-05	3.12E-06	2.97E-05	2.71E-05	2.43E-06	2.97E-05	2.71E-05	1.31E-06	3.19E-06	1.28E-08	1.10E-05	2.40E-06	1.18E-05
18	RPL17	9.09E-06	1.84E-06	1.18E-06	6.68E-07	6.07E-06	6.79E-07	6.05E-06	5.98E-06	2.43E-07	6.05E-06	5.98E-06	2.44E-07	4.10E-07	1.36E-08	8.08E-07	2.69E-07	1.22E-06
18	RPL17-C18orf32	1.09E-05	1.80E-06	1.54E-06	8.38E-07	7.56E-06	7.74E-07	7.00E-06	6.51E-06	2.52E-07	7.00E-06	6.51E-06	2.67E-07	5.57E-07	1.36E-08	7.16E-07	2.69E-07	1.22E-06
18	RPRD1A	1.52E-05	3.96E-06	1.65E-06	9.34E-07	9.59E-06	1.64E-07	9.26E-06	8.39E-06	5.11E-07	9.26E-06	8.39E-06	3.27E-07	5.72E-07	3.57E-08	1.72E-06	1.49E-07	1.74E-06
18	RTTN	8.34E-05	2.22E-05	9.73E-06	5.50E-06	5.15E-05	3.98E-06	3.97E-05	3.21E-05	2.42E-06	3.97E-05	3.21E-05	2.10E-06	3.38E-06	1.67E-08	0	0	3.98E-06
18	SALL3	0.000104707	3.99E-05	2.68E-06	1.25E-06	6.22E-05	1.12E-06	4.19E-05	3.51E-05	9.38E-07	4.19E-05	3.52E-05	8.46E-08	1.14E-06	1.81E-08	0	0	1.12E-06
18	SEC11C	9.16E-06	2.46E-06	8.06E-07	4.89E-07	5.90E-06	1.26E-06	5.60E-06	5.08E-06	8.98E-07	5.60E-06	5.09E-06	2.10E-07	2.53E-07	2.64E-08	1.73E-06	1.06E-06	1.92E-06
18	SEH1L	1.83E-05	4.59E-06	2.11E-06	1.15E-06	1.16E-05	2.09E-06	1.13E-05	1.05E-05	8.23E-07	1.13E-05	1.05E-05	3.50E-07	7.70E-07	2.89E-08	1.08E-06	3.03E-07	2.87E-06
18	SERPINB10	1.35E-05	3.61E-06	1.37E-06	7.78E-07	8.49E-06	3.32E-06	5.49E-06	4.04E-06	6.73E-08	5.51E-06	4.27E-06	2.88E-07	4.77E-07	1.26E-08	0	0	3.32E-06
18	SERPINB11	8.36E-06	2.37E-06	9.29E-07	5.68E-07	5.07E-06	1.94E-06	2.96E-06	2.24E-06	1.53E-08	2.97E-06	2.36E-06	2.67E-07	2.89E-07	1.26E-08	0	0	1.94E-06
18	SERPINB12	1.59E-05	4.40E-06	1.39E-06	7.65E-07	1.01E-05	3.94E-06	6.20E-06	4.69E-06	6.01E-08	6.24E-06	4.99E-06	2.50E-07	5.04E-07	1.21E-08	0	0	3.94E-06
18	SERPINB13	1.71E-05	5.16E-06	1.61E-06	9.02E-07	1.03E-05	3.70E-06	6.29E-06	4.67E-06	1.30E-07	6.36E-06	4.95E-06	3.25E-07	5.66E-07	1.18E-08	0	0	3.70E-06
18	SERPINB2	1.52E-05	3.96E-06	1.26E-06	7.12E-07	1.00E-05	3.18E-06	7.63E-06	6.15E-06	2.29E-07	7.64E-06	6.19E-06	2.62E-07	4.38E-07	1.27E-08	0	0	3.18E-06
18	SERPINB3	1.50E-05	4.25E-06	1.32E-06	7.45E-07	9.43E-06	3.03E-06	4.61E-06	3.14E-06	2.60E-08	4.81E-06	3.66E-06	2.63E-07	4.62E-07	2.05E-08	0	0	3.03E-06
18	SERPINB4	1.41E-05	3.97E-06	1.36E-06	7.64E-07	8.74E-06	2.71E-06	4.96E-06	3.43E-06	2.95E-08	5.08E-06	3.87E-06	2.63E-07	4.75E-07	2.51E-08	0	0	2.71E-06
18	SERPINB5	1.31E-05	3.64E-06	1.06E-06	6.00E-07	8.39E-06	3.44E-06	7.66E-06	6.57E-06	1.73E-07	7.66E-06	6.59E-06	2.23E-07	3.65E-07	1.19E-08	0	0	3.44E-06
18	SERPINB7	1.45E-05	3.91E-06	1.35E-06	7.59E-07	9.25E-06	2.80E-06	6.49E-06	5.07E-06	1.93E-07	6.49E-06	5.15E-06	2.68E-07	4.75E-07	1.53E-08	0	0	2.80E-06
18	SERPINB8	1.50E-05	4.14E-06	1.49E-06	8.59E-07	9.33E-06	3.57E-06	5.86E-06	4.60E-06	1.45E-07	5.89E-06	4.75E-06	2.80E-07	5.06E-07	7.34E-08	0	0	3.57E-06
18	SETBP1	7.49E-05	2.20E-05	5.06E-06	2.37E-06	4.78E-05	1.26E-05	4.12E-05	3.55E-05	1.37E-06	4.12E-05	3.56E-05	1.86E-07	2.15E-06	3.69E-08	4.08E-06	9.49E-07	1.58E-05
18	SIGLEC15	3.05E-05	1.05E-05	9.00E-07	5.69E-07	1.91E-05	1.92E-06	1.49E-05	1.25E-05	1.23E-06	1.49E-05	1.25E-05	2.86E-07	2.65E-07	1.77E-08	0	0	1.92E-06
18	SKA1	9.87E-06	2.32E-06	1.34E-06	7.92E-07	6.22E-06	3.80E-07	5.17E-06	4.11E-06	5.23E-07	5.17E-06	4.11E-06	3.38E-07	4.37E-07	1.67E-08	0	0	3.80E-07
18	SKOR2	8.38E-05	3.17E-05	3.37E-06	1.66E-06	4.87E-05	9.48E-06	4.26E-05	3.36E-05	2.79E-06	4.26E-05	3.36E-05	2.57E-07	1.37E-06	3.60E-08	8.72E-06	7.74E-06	1.05E-05
18	SLC14A1	1.83E-05	5.12E-06	1.36E-06	8.07E-07	1.18E-05	1.83E-06	8.36E-06	6.54E-06	5.27E-07	8.36E-06	6.54E-06	3.51E-07	4.39E-07	1.77E-08	0	0	1.83E-06
18	SLC14A2	4.11E-05	1.26E-05	3.28E-06	1.90E-06	2.52E-05	3.68E-06	2.07E-05	1.76E-05	1.35E-06	2.07E-05	1.76E-05	7.74E-07	1.11E-06	1.23E-08	0	0	3.68E-06
18	SLC25A52	1.27E-05	3.08E-06	1.04E-06	4.76E-07	8.56E-06	1.98E-06	5.56E-06	3.47E-06	0	5.68E-06	3.70E-06	0	4.52E-07	2.34E-08	2.08E-07	1.32E-07	2.06E-06
18	SLC35G4	1.50E-05	4.50E-06	8.67E-07	3.95E-07	9.64E-06	0	0	0	0	0	0	0	3.77E-07	1.76E-08	0	0	0
18	SLC39A6	2.85E-05	7.33E-06	2.75E-06	1.48E-06	1.85E-05	4.51E-07	1.54E-05	1.25E-05	9.02E-07	1.54E-05	1.25E-05	4.34E-07	1.01E-06	3.08E-08	4.69E-06	2.27E-07	4.91E-06
18	SMAD2	1.87E-05	4.52E-06	2.87E-06	1.50E-06	1.13E-05	9.20E-06	1.13E-05	1.10E-05	1.47E-06	1.13E-05	1.10E-05	3.93E-07	1.09E-06	1.83E-08	5.44E-06	5.17E-06	9.47E-06
18	SMAD4	2.21E-05	5.70E-06	2.21E-06	1.21E-06	1.42E-05	1.04E-05	1.41E-05	1.34E-05	1.71E-06	1.42E-05	1.37E-05	3.97E-07	7.99E-07	1.68E-08	8.08E-06	7.43E-06	1.11E-05
18	SMAD7	3.07E-05	1.04E-05	2.03E-06	9.86E-07	1.82E-05	9.53E-06	1.73E-05	1.49E-05	1.30E-06	1.73E-05	1.52E-05	1.31E-07	8.36E-07	1.91E-08	8.91E-06	6.29E-06	1.21E-05
18	SMCHD1	7.63E-05	1.85E-05	9.49E-06	5.42E-06	4.83E-05	5.43E-06	4.29E-05	3.56E-05	2.06E-06	4.29E-05	3.56E-05	2.15E-06	3.25E-06	2.34E-08	9.46E-07	1.70E-07	6.21E-06
18	SMIM21	4.18E-06	7.95E-07	6.66E-07	3.69E-07	2.72E-06	0	5.24E-07	6.20E-08	1.22E-08	5.24E-07	6.20E-08	9.90E-08	2.37E-07	3.23E-08	0	0	0
18	SNRPD1	5.15E-06	1.16E-06	6.39E-07	3.65E-07	3.35E-06	6.58E-07	3.34E-06	3.26E-06	4.51E-07	3.34E-06	3.26E-06	1.27E-07	2.20E-07	1.85E-08	2.51E-06	6.58E-07	2.51E-06
18	SOCS6	2.57E-05	7.64E-06	1.16E-06	5.33E-07	1.69E-05	2.14E-06	1.39E-05	1.08E-05	1.73E-08	1.39E-05	1.08E-05	1.71E-08	5.00E-07	1.66E-08	0	0	2.14E-06
18	SPIRE1	4.04E-05	1.14E-05	3.45E-06	1.92E-06	2.55E-05	1.79E-06	2.21E-05	1.79E-05	2.30E-06	2.21E-05	1.79E-05	6.82E-07	1.22E-06	1.68E-08	0	0	1.79E-06
18	SS18	1.71E-05	4.44E-06	2.46E-06	1.33E-06	1.02E-05	2.36E-07	1.01E-05	9.57E-06	8.87E-07	1.01E-05	9.57E-06	4.08E-07	9.06E-07	1.75E-08	0	0	2.36E-07
18	ST8SIA3	1.69E-05	4.78E-06	1.41E-06	7.04E-07	1.07E-05	6.45E-07	1.06E-05	1.01E-05	3.17E-08	1.06E-05	1.01E-05	1.26E-07	5.65E-07	1.24E-08	0	0	6.45E-07
18	ST8SIA5	2.41E-05	7.49E-06	1.67E-06	9.12E-07	1.50E-05	1.02E-06	1.44E-05	1.32E-05	1.14E-07	1.44E-05	1.32E-05	2.87E-07	6.05E-07	2.02E-08	0	0	1.02E-06
18	STARD6	8.64E-06	2.02E-06	1.03E-06	5.82E-07	5.58E-06	1.30E-06	3.96E-06	3.22E-06	2.02E-07	3.96E-06	3.22E-06	1.95E-07	3.61E-07	2.69E-08	0	0	1.30E-06
18	SYT4	1.46E-05	3.94E-06	1.26E-06	6.39E-07	9.38E-06	1.63E-06	8.81E-06	7.68E-06	5.05E-07	8.82E-06	7.70E-06	1.23E-07	4.98E-07	1.75E-08	0	0	1.63E-06
18	TAF4B	3.56E-05	1.02E-05	3.52E-06	1.90E-06	2.19E-05	2.45E-07	1.83E-05	1.35E-05	9.56E-07	1.83E-05	1.35E-05	5.76E-07	1.30E-06	2.03E-08	9.66E-08	8.97E-09	3.32E-07
18	TCEB3C	7.93E-05	2.53E-05	6.57E-06	2.94E-06	4.74E-05	1.25E-09	1.10E-05	2.65E-06	0	1.10E-05	2.65E-06	0	2.90E-06	3.69E-08	0	0	1.25E-09
18	TCF4	3.79E-05	1.03E-05	4.04E-06	2.47E-06	2.36E-05	3.60E-06	2.14E-05	1.88E-05	3.40E-06	2.14E-05	1.88E-05	1.20E-06	1.26E-06	1.37E-08	8.64E-06	3.08E-06	9.16E-06
18	TGIF1	2.38E-05	7.04E-06	1.62E-06	8.69E-07	1.51E-05	3.23E-06	9.00E-06	6.50E-06	7.48E-07	9.01E-06	6.55E-06	2.54E-07	6.03E-07	1.28E-08	0	0	3.23E-06
18	THOC1	2.47E-05	6.32E-06	2.94E-06	1.77E-06	1.54E-05	2.72E-06	1.48E-05	1.31E-05	1.45E-06	1.48E-05	1.32E-05	8.18E-07	9.37E-07	1.74E-08	0	0	2.72E-06
18	TIMM21	1.24E-05	3.25E-06	1.88E-06	9.59E-07	7.23E-06	2.83E-07	4.63E-06	3.77E-06	4.06E-07	4.63E-06	3.77E-06	2.11E-07	7.35E-07	1.21E-08	0	0	2.83E-07
18	TMEM200C	5.12E-05	1.85E-05	1.38E-06	6.33E-07	3.14E-05	1.98E-07	2.07E-05	1.47E-05	4.59E-08	2.07E-05	1.47E-05	1.84E-08	5.96E-07	1.87E-08	0	0	1.98E-07
18	TMEM241	1.14E-05	3.22E-06	1.30E-06	9.44E-07	6.91E-06	7.74E-08	5.52E-06	4.46E-06	3.76E-07	5.52E-06	4.46E-06	6.40E-07	2.88E-07	1.67E-08	0	0	7.74E-08
18	TMX3	1.73E-05	4.04E-06	2.69E-06	1.62E-06	1.06E-05	1.73E-07	8.93E-06	7.64E-06	9.60E-07	8.93E-06	7.64E-06	7.16E-07	8.57E-07	4.63E-08	0	0	1.73E-07
18	TNFRSF11A	3.41E-05	1.08E-05	2.01E-06	1.12E-06	2.13E-05	1.82E-06	1.40E-05	1.02E-05	4.76E-07	1.40E-05	1.02E-05	3.72E-07	7.13E-07	3.58E-08	2.54E-06	1.08E-06	3.28E-06
18	TPGS2	1.72E-05	4.42E-06	1.56E-06	9.37E-07	1.12E-05	5.81E-08	6.68E-06	5.58E-06	5.98E-07	6.68E-06	5.58E-06	3.19E-07	4.95E-07	1.22E-07	0	0	5.81E-08
18	TRAPPC8	5.38E-05	1.31E-05	6.88E-06	3.71E-06	3.39E-05	8.20E-07	3.27E-05	2.89E-05	2.87E-06	3.27E-05	2.89E-05	1.15E-06	2.54E-06	2.00E-08	0	0	8.20E-07
18	TSHZ1	5.88E-05	2.06E-05	2.45E-06	1.12E-06	3.58E-05	3.23E-07	2.95E-05	2.31E-05	1.82E-07	2.95E-05	2.31E-05	4.12E-08	1.06E-06	1.90E-08	0	0	3.23E-07
18	TTC39C	2.71E-05	7.58E-06	3.10E-06	1.84E-06	1.64E-05	1.22E-06	1.47E-05	1.34E-05	1.49E-06	1.47E-05	1.34E-05	8.07E-07	1.00E-06	3.36E-08	0	0	1.22E-06
18	TTR	6.73E-06	1.91E-06	5.25E-07	3.15E-07	4.29E-06	3.21E-06	3.08E-06	2.36E-06	4.26E-08	3.32E-06	3.21E-06	1.25E-07	1.67E-07	2.32E-08	0	0	3.21E-06
18	TUBB6	3.24E-05	1.09E-05	1.38E-06	7.62E-07	2.01E-05	1.42E-05	1.88E-05	1.79E-05	1.45E-06	1.88E-05	1.80E-05	2.21E-07	4.94E-07	4.81E-08	1.25E-05	1.12E-05	1.55E-05
18	TWSG1	8.74E-06	2.23E-06	8.22E-07	4.52E-07	5.69E-06	6.82E-07	5.31E-06	4.71E-06	4.31E-07	5.31E-06	4.71E-06	1.44E-07	2.96E-07	1.22E-08	0	0	6.82E-07
18	TXNDC2	1.85E-05	5.40E-06	1.14E-06	5.48E-07	1.19E-05	4.48E-08	3.23E-06	1.77E-06	0	3.23E-06	1.78E-06	6.32E-08	4.71E-07	1.37E-08	0	0	4.48E-08
18	TXNL1	1.17E-05	2.95E-06	1.67E-06	9.06E-07	7.04E-06	2.33E-07	6.99E-06	6.67E-06	6.32E-07	6.99E-06	6.67E-06	2.84E-07	6.09E-07	1.23E-08	0	0	2.33E-07
18	TXNL4A	8.84E-06	2.68E-06	5.30E-07	3.13E-07	5.63E-06	2.89E-06	5.37E-06	4.90E-06	3.17E-07	5.38E-06	4.91E-06	1.23E-07	1.73E-07	1.67E-08	3.66E-06	2.49E-06	4.06E-06
18	TYMS	1.72E-05	4.43E-06	1.79E-06	9.42E-07	1.10E-05	4.16E-06	9.10E-06	7.67E-06	1.02E-06	9.10E-06	7.68E-06	2.26E-07	6.79E-07	3.67E-08	3.89E-06	3.20E-06	4.85E-06
18	TYMSOS	1.20E-05	2.72E-06	7.94E-07	3.74E-07	8.53E-06	2.27E-07	3.80E-06	1.66E-06	1.81E-07	3.80E-06	1.66E-06	1.85E-08	3.36E-07	1.93E-08	1.46E-06	2.26E-07	1.46E-06
18	USP14	1.93E-05	4.77E-06	2.70E-06	1.61E-06	1.18E-05	8.43E-07	1.15E-05	1.07E-05	1.81E-06	1.15E-05	1.07E-05	7.25E-07	8.73E-07	1.37E-08	1.21E-06	2.69E-07	1.78E-06
18	VAPA	1.16E-05	3.26E-06	9.38E-07	5.66E-07	7.37E-06	1.74E-06	6.89E-06	6.10E-06	1.05E-06	6.89E-06	6.10E-06	2.48E-07	2.97E-07	2.03E-08	1.24E-06	9.93E-07	1.98E-06
18	VPS4B	1.78E-05	4.46E-06	2.42E-06	1.31E-06	1.09E-05	8.33E-06	1.04E-05	9.75E-06	2.06E-06	1.04E-05	9.92E-06	4.11E-07	8.88E-07	1.24E-08	2.83E-06	2.75E-06	8.41E-06
18	WDR7	6.37E-05	1.68E-05	7.15E-06	3.85E-06	3.98E-05	3.76E-06	3.82E-05	3.47E-05	4.11E-06	3.82E-05	3.47E-05	1.21E-06	2.63E-06	1.27E-08	0	0	3.76E-06
18	YES1	2.02E-05	4.69E-06	3.06E-06	1.67E-06	1.24E-05	3.75E-06	1.17E-05	1.08E-05	1.18E-06	1.17E-05	1.08E-05	5.37E-07	1.12E-06	1.84E-08	0	0	3.75E-06
18	ZADH2	1.82E-05	5.45E-06	8.86E-07	4.37E-07	1.19E-05	4.66E-07	1.03E-05	8.16E-06	1.21E-07	1.03E-05	8.16E-06	6.44E-08	3.59E-07	1.37E-08	0	0	4.66E-07
18	ZBTB14	1.90E-05	5.59E-06	1.15E-06	5.54E-07	1.22E-05	1.23E-06	1.17E-05	1.03E-05	4.82E-07	1.17E-05	1.03E-05	5.89E-08	4.76E-07	1.93E-08	4.52E-06	1.11E-06	4.64E-06
18	ZBTB7C	3.70E-05	1.25E-05	1.36E-06	6.61E-07	2.32E-05	2.00E-06	2.11E-05	1.66E-05	4.85E-07	2.11E-05	1.66E-05	8.53E-08	5.58E-07	1.80E-08	0	0	2.00E-06
18	ZCCHC2	6.40E-05	2.09E-05	4.05E-06	2.10E-06	3.91E-05	6.98E-07	3.42E-05	2.51E-05	7.49E-07	3.42E-05	2.51E-05	5.24E-07	1.56E-06	1.65E-08	0	0	6.98E-07
18	ZNF236	9.53E-05	2.92E-05	7.01E-06	3.83E-06	5.91E-05	2.38E-06	4.93E-05	4.00E-05	3.13E-06	4.93E-05	4.01E-05	1.26E-06	2.55E-06	1.98E-08	1.80E-06	8.02E-07	3.38E-06
18	ZNF24	1.48E-05	3.27E-06	2.60E-06	1.24E-06	8.89E-06	3.69E-07	8.54E-06	6.77E-06	3.40E-08	8.54E-06	6.77E-06	1.22E-07	1.09E-06	2.72E-08	0	0	3.69E-07
18	ZNF396	1.39E-05	3.35E-06	2.13E-06	1.03E-06	8.39E-06	1.56E-07	3.34E-06	1.87E-06	1.71E-08	3.34E-06	1.88E-06	9.19E-08	8.81E-07	5.67E-08	0	0	1.56E-07
