Chr	gene	all	syn	lof	lof_SNV	mis	Mis_MetaSVM	Mis_CADD15	Mis_CADD20	Mis_CADD30	Mis_MetaSVM_or_CADD15	Mis_MetaSVM_or_CADD20	Mis_MetaSVM_or_CADD30	SpliceSite	StopGain	StopLoss
17	ALOX12B	4.42E-05	1.31E-05	3.41E-06	1.88E-06	2.77E-05	1.29E-05	2.39E-05	2.16E-05	6.99E-06	2.39E-05	2.17E-05	1.36E-05	6.31E-07	1.23E-06	1.91E-08
17	ALOXE3	4.94E-05	1.43E-05	4.35E-06	2.41E-06	3.07E-05	1.13E-05	2.43E-05	2.15E-05	6.41E-06	2.44E-05	2.17E-05	1.23E-05	8.38E-07	1.55E-06	1.45E-08
17	HES7	2.22E-05	7.52E-06	8.89E-07	4.81E-07	1.38E-05	3.12E-06	1.22E-05	1.08E-05	2.07E-06	1.22E-05	1.08E-05	3.93E-06	1.36E-07	3.26E-07	1.84E-08
17	PER1	7.30E-05	2.09E-05	5.67E-06	3.20E-06	4.65E-05	7.70E-07	3.69E-05	3.31E-05	8.37E-06	3.69E-05	3.31E-05	8.84E-06	1.20E-06	1.98E-06	2.13E-08
17	MIR6883	1.95E-08	0	1.95E-08	1.95E-08	0	0	0	0	0	0	0	0	1.95E-08	0	0
17	VAMP2	6.60E-06	1.88E-06	6.82E-07	4.28E-07	4.03E-06	5.67E-07	3.28E-06	2.71E-06	1.48E-07	3.28E-06	2.71E-06	5.85E-07	2.12E-07	2.03E-07	1.33E-08
17	TMEM107	8.31E-06	2.52E-06	5.12E-07	3.41E-07	5.27E-06	0	4.74E-06	4.28E-06	1.19E-06	4.74E-06	4.28E-06	1.19E-06	1.82E-07	1.37E-07	2.22E-08
17	BORCS6	3.36E-05	1.13E-05	1.19E-06	5.40E-07	2.11E-05	0	1.51E-05	1.29E-05	4.17E-06	1.51E-05	1.29E-05	4.17E-06	0	5.18E-07	2.20E-08
17	AURKB	2.02E-05	4.64E-06	1.99E-06	1.16E-06	1.36E-05	9.04E-07	1.05E-05	9.48E-06	2.41E-06	1.05E-05	9.48E-06	2.76E-06	4.75E-07	6.63E-07	2.22E-08
17	CTC1	5.89E-05	1.58E-05	6.08E-06	3.33E-06	3.70E-05	1.19E-05	2.40E-05	2.01E-05	2.31E-06	2.41E-05	2.04E-05	1.22E-05	1.12E-06	2.20E-06	1.39E-08
17	PFAS	7.45E-05	2.01E-05	5.91E-06	3.32E-06	4.85E-05	5.35E-06	3.81E-05	3.44E-05	1.09E-05	3.81E-05	3.44E-05	1.35E-05	1.22E-06	2.08E-06	2.12E-08
17	RANGRF	1.31E-05	3.61E-06	1.19E-06	6.29E-07	8.33E-06	2.26E-06	5.20E-06	4.34E-06	1.16E-07	5.21E-06	4.37E-06	2.26E-06	1.12E-07	4.47E-07	6.95E-08
17	SLC25A35	1.78E-05	4.58E-06	2.03E-06	1.06E-06	1.12E-05	3.88E-06	7.92E-06	6.28E-06	6.97E-07	8.21E-06	6.81E-06	3.90E-06	2.22E-07	7.78E-07	5.82E-08
17	ARHGEF15	4.77E-05	1.22E-05	3.44E-06	1.91E-06	3.21E-05	4.46E-06	2.51E-05	2.24E-05	6.09E-06	2.51E-05	2.27E-05	8.92E-06	6.61E-07	1.23E-06	1.38E-08
17	ODF4	1.10E-05	3.12E-06	8.26E-07	4.28E-07	7.05E-06	0	2.67E-06	2.13E-06	0	2.67E-06	2.13E-06	0	9.46E-08	3.18E-07	1.49E-08
17	KRBA2	2.01E-05	4.73E-06	1.84E-06	8.68E-07	1.35E-05	2.98E-09	7.17E-06	5.63E-06	0	7.17E-06	5.63E-06	2.98E-09	7.04E-08	7.79E-07	1.89E-08
17	RPL26	7.96E-06	1.60E-06	1.21E-06	6.10E-07	5.15E-06	7.63E-07	4.91E-06	4.61E-06	6.45E-07	4.91E-06	4.61E-06	1.26E-06	1.11E-07	4.79E-07	2.01E-08
17	RNF222	1.49E-05	4.64E-06	6.83E-07	3.26E-07	9.53E-06	4.98E-07	7.00E-06	6.18E-06	8.16E-07	7.00E-06	6.18E-06	1.09E-06	2.02E-08	2.86E-07	1.93E-08
17	NDEL1	1.68E-05	4.44E-06	2.33E-06	1.28E-06	1.01E-05	1.34E-06	9.00E-06	7.67E-06	1.58E-06	9.00E-06	7.67E-06	2.21E-06	3.83E-07	8.42E-07	5.24E-08
17	MYH10	0.000102872	2.66E-05	1.05E-05	5.86E-06	6.58E-05	4.74E-05	6.21E-05	5.88E-05	2.39E-05	6.22E-05	5.97E-05	4.87E-05	2.10E-06	3.74E-06	1.50E-08
17	CCDC42	1.86E-05	4.66E-06	1.65E-06	8.92E-07	1.23E-05	1.07E-08	9.68E-06	8.74E-06	1.99E-06	9.68E-06	8.74E-06	2.00E-06	2.73E-07	6.06E-07	1.29E-08
17	SPDYE4	1.46E-05	4.02E-06	2.06E-06	1.07E-06	8.55E-06	3.58E-08	3.90E-06	2.66E-06	0	3.90E-06	2.66E-06	3.58E-08	2.57E-07	7.91E-07	2.13E-08
17	MFSD6L	3.11E-05	9.59E-06	2.38E-06	1.07E-06	1.91E-05	5.08E-06	9.61E-06	8.39E-06	7.91E-07	9.78E-06	8.81E-06	5.34E-06	0	1.05E-06	1.83E-08
17	PIK3R6	4.42E-05	1.31E-05	3.08E-06	1.84E-06	2.80E-05	0	2.05E-05	1.84E-05	2.85E-06	2.05E-05	1.84E-05	2.85E-06	8.24E-07	9.96E-07	1.93E-08
17	PIK3R5	4.92E-05	1.41E-05	3.73E-06	2.12E-06	3.14E-05	9.32E-06	2.30E-05	2.02E-05	4.49E-06	2.31E-05	2.02E-05	1.03E-05	8.10E-07	1.29E-06	2.07E-08
17	NTN1	5.64E-05	1.91E-05	1.94E-06	1.00E-06	3.54E-05	1.32E-05	3.41E-05	3.21E-05	1.23E-05	3.41E-05	3.21E-05	1.76E-05	2.26E-07	7.55E-07	1.97E-08
17	STX8	1.14E-05	2.79E-06	1.87E-06	1.02E-06	6.73E-06	5.98E-07	6.17E-06	5.65E-06	8.32E-07	6.17E-06	5.65E-06	1.12E-06	3.17E-07	6.80E-07	2.22E-08
17	CFAP52	3.11E-05	9.00E-06	2.93E-06	1.64E-06	1.92E-05	6.02E-06	1.55E-05	1.31E-05	2.86E-06	1.57E-05	1.36E-05	7.38E-06	5.89E-07	1.03E-06	1.82E-08
17	USP43	6.63E-05	1.97E-05	5.09E-06	2.63E-06	4.16E-05	2.93E-07	2.99E-05	2.63E-05	4.74E-06	2.99E-05	2.63E-05	4.90E-06	6.42E-07	1.97E-06	2.05E-08
17	DHRS7C	1.74E-05	5.46E-06	1.13E-06	6.36E-07	1.08E-05	4.07E-06	8.92E-06	8.07E-06	2.15E-06	8.97E-06	8.15E-06	4.97E-06	2.27E-07	3.93E-07	1.56E-08
17	GSG1L2	1.50E-05	4.33E-06	1.26E-06	6.72E-07	9.45E-06	3.07E-06	5.28E-06	4.47E-06	4.46E-07	5.88E-06	5.34E-06	3.33E-06	1.81E-07	4.72E-07	1.94E-08
17	GLP2R	2.73E-05	7.30E-06	3.11E-06	1.76E-06	1.69E-05	1.07E-06	1.08E-05	9.35E-06	2.06E-06	1.08E-05	9.35E-06	2.98E-06	6.62E-07	1.08E-06	1.97E-08
17	RCVRN	1.24E-05	4.26E-06	1.07E-06	5.38E-07	7.05E-06	2.20E-06	5.91E-06	5.18E-06	1.18E-06	5.91E-06	5.18E-06	2.58E-06	9.15E-08	4.25E-07	2.22E-08
17	GAS7	3.08E-05	9.15E-06	2.63E-06	1.60E-06	1.90E-05	1.11E-06	1.77E-05	1.58E-05	4.93E-06	1.77E-05	1.58E-05	5.44E-06	7.47E-07	8.28E-07	2.13E-08
17	MYH13	9.84E-05	2.87E-05	8.34E-06	4.82E-06	6.14E-05	4.30E-05	5.65E-05	5.22E-05	1.01E-05	5.67E-05	5.35E-05	4.33E-05	1.98E-06	2.81E-06	2.56E-08
17	MYHAS	3.97E-08	5.37E-09	2.02E-08	2.02E-08	1.42E-08	1.42E-08	1.42E-08	1.42E-08	0	1.42E-08	1.42E-08	1.42E-08	2.02E-08	0	0
17	MYH8	8.67E-05	2.26E-05	9.17E-06	5.21E-06	5.49E-05	3.86E-05	4.92E-05	4.54E-05	9.32E-06	4.97E-05	4.69E-05	3.89E-05	2.04E-06	3.16E-06	1.50E-08
17	MYH4	8.36E-05	2.08E-05	9.40E-06	5.32E-06	5.34E-05	3.76E-05	4.75E-05	4.38E-05	9.25E-06	4.80E-05	4.52E-05	3.77E-05	2.04E-06	3.26E-06	1.50E-08
17	MYH1	8.31E-05	2.10E-05	8.42E-06	4.89E-06	5.37E-05	3.72E-05	4.76E-05	4.39E-05	8.85E-06	4.81E-05	4.55E-05	3.75E-05	2.04E-06	2.83E-06	1.50E-08
17	MYH2	8.66E-05	2.27E-05	8.73E-06	5.02E-06	5.52E-05	4.18E-05	4.88E-05	4.52E-05	9.41E-06	4.96E-05	4.75E-05	4.20E-05	2.03E-06	2.97E-06	2.31E-08
17	MYH3	9.68E-05	2.79E-05	9.74E-06	5.64E-06	5.91E-05	4.37E-05	5.50E-05	5.15E-05	1.46E-05	5.54E-05	5.30E-05	4.39E-05	2.34E-06	3.28E-06	1.93E-08
17	SCO1	1.74E-05	5.01E-06	1.51E-06	8.04E-07	1.09E-05	4.26E-06	7.24E-06	6.06E-06	1.44E-06	7.30E-06	6.20E-06	4.27E-06	2.19E-07	5.65E-07	1.97E-08
17	ADPRM	1.37E-05	3.65E-06	1.18E-06	5.96E-07	8.91E-06	4.77E-06	5.82E-06	5.13E-06	8.37E-07	5.99E-06	5.54E-06	4.77E-06	1.08E-07	4.68E-07	2.01E-08
17	TMEM220	7.93E-06	2.25E-06	7.35E-07	4.81E-07	4.94E-06	0	3.09E-06	2.76E-06	2.99E-07	3.09E-06	2.76E-06	2.99E-07	2.43E-07	2.03E-07	3.51E-08
17	TMEM220-AS1	5.18E-08	0	5.18E-08	5.18E-08	0	0	0	0	0	0	0	0	5.18E-08	0	0
17	PIRT	6.86E-06	2.04E-06	3.28E-07	1.58E-07	4.49E-06	0	3.54E-06	2.98E-06	5.52E-07	3.54E-06	2.98E-06	5.52E-07	0	1.36E-07	2.22E-08
17	SHISA6	4.34E-05	1.42E-05	2.13E-06	1.08E-06	2.71E-05	1.43E-07	2.44E-05	2.25E-05	4.99E-06	2.44E-05	2.25E-05	5.13E-06	2.27E-07	8.35E-07	2.22E-08
17	DNAH9	0.000213757	5.90E-05	1.88E-05	1.02E-05	0.000135956	2.70E-05	0.000104534	9.21E-05	2.33E-05	0.000104621	9.24E-05	3.85E-05	3.26E-06	6.92E-06	1.92E-08
17	ZNF18	2.14E-05	5.59E-06	2.24E-06	1.14E-06	1.36E-05	5.30E-07	8.76E-06	7.46E-06	9.54E-07	8.76E-06	7.46E-06	1.43E-06	2.29E-07	8.82E-07	2.60E-08
17	MAP2K4	2.04E-05	5.66E-06	2.14E-06	1.23E-06	1.26E-05	8.80E-07	1.11E-05	9.99E-06	2.09E-06	1.11E-05	9.99E-06	2.63E-06	4.88E-07	7.26E-07	2.05E-08
17	MYOCD	4.41E-05	1.27E-05	4.44E-06	2.41E-06	2.69E-05	2.31E-06	1.98E-05	1.81E-05	3.21E-06	1.98E-05	1.81E-05	4.33E-06	7.57E-07	1.63E-06	2.24E-08
17	LOC100128006	6.47E-08	0	6.47E-08	6.47E-08	0	0	0	0	0	0	0	0	6.47E-08	0	0
17	ARHGAP44	4.43E-05	1.31E-05	4.54E-06	2.64E-06	2.67E-05	8.59E-07	2.28E-05	2.03E-05	5.17E-06	2.28E-05	2.03E-05	5.52E-06	1.08E-06	1.52E-06	4.34E-08
17	ELAC2	4.63E-05	1.32E-05	4.05E-06	2.39E-06	2.91E-05	4.35E-06	2.23E-05	2.00E-05	6.50E-06	2.24E-05	2.00E-05	8.42E-06	1.05E-06	1.32E-06	1.92E-08
17	HS3ST3A1	3.61E-05	1.27E-05	1.01E-06	4.87E-07	2.24E-05	5.82E-06	1.93E-05	1.72E-05	4.33E-06	1.93E-05	1.73E-05	7.82E-06	4.66E-08	4.20E-07	2.08E-08
17	COX10	2.32E-05	6.89E-06	1.47E-06	8.19E-07	1.49E-05	7.75E-06	1.13E-05	1.04E-05	3.83E-06	1.13E-05	1.05E-05	7.94E-06	2.78E-07	5.23E-07	1.84E-08
17	CDRT15	9.90E-06	2.40E-06	1.27E-06	6.23E-07	6.23E-06	0	1.88E-06	9.84E-07	0	1.88E-06	9.84E-07	0	9.09E-08	5.18E-07	1.39E-08
17	HS3ST3B1	3.37E-05	1.19E-05	8.40E-07	4.09E-07	2.09E-05	6.42E-06	1.74E-05	1.60E-05	4.50E-06	1.74E-05	1.60E-05	7.68E-06	4.67E-08	3.45E-07	1.70E-08
17	PMP22	1.06E-05	3.46E-06	8.65E-07	5.81E-07	6.24E-06	4.11E-06	4.82E-06	4.44E-06	9.96E-07	5.19E-06	5.03E-06	4.11E-06	3.16E-07	2.27E-07	3.78E-08
17	TEKT3	2.65E-05	7.12E-06	2.50E-06	1.42E-06	1.69E-05	1.78E-07	1.29E-05	1.16E-05	2.40E-06	1.29E-05	1.16E-05	2.47E-06	5.36E-07	8.62E-07	1.97E-08
17	CDRT4	7.41E-06	2.04E-06	4.35E-07	2.41E-07	4.93E-06	0	2.38E-06	1.73E-06	3.25E-08	2.38E-06	1.73E-06	3.25E-08	6.45E-08	1.55E-07	2.12E-08
17	TVP23C-CDRT4	6.97E-06	1.81E-06	9.48E-07	5.81E-07	4.22E-06	5.05E-07	3.66E-06	3.28E-06	7.42E-07	3.66E-06	3.28E-06	8.70E-07	2.73E-07	2.93E-07	1.50E-08
17	TVP23C	1.67E-05	4.49E-06	1.51E-06	8.30E-07	1.07E-05	6.03E-07	7.63E-06	5.69E-06	8.40E-07	7.63E-06	5.70E-06	1.07E-06	2.48E-07	5.46E-07	3.63E-08
17	CDRT1	3.87E-05	1.06E-05	4.17E-06	2.25E-06	2.39E-05	7.78E-07	1.38E-05	1.21E-05	1.66E-06	1.38E-05	1.21E-05	2.27E-06	6.68E-07	1.54E-06	3.93E-08
17	TRIM16	2.92E-05	8.51E-06	2.47E-06	1.45E-06	1.83E-05	1.43E-06	1.18E-05	1.02E-05	1.11E-06	1.18E-05	1.02E-05	2.31E-06	6.11E-07	8.15E-07	2.13E-08
17	ZNF286A	2.07E-05	5.07E-06	2.22E-06	1.15E-06	1.34E-05	1.05E-06	8.02E-06	6.88E-06	1.22E-08	8.02E-06	6.88E-06	1.06E-06	2.72E-07	8.60E-07	1.82E-08
17	TBC1D26	1.21E-05	3.18E-06	1.34E-06	8.37E-07	7.63E-06	1.00E-08	2.43E-06	1.31E-06	0	2.43E-06	1.31E-06	1.00E-08	4.09E-07	4.02E-07	2.55E-08
17	ADORA2B	1.86E-05	6.02E-06	1.21E-06	5.80E-07	1.14E-05	1.31E-06	9.19E-06	8.16E-06	8.67E-07	9.21E-06	8.19E-06	2.04E-06	4.67E-08	5.04E-07	2.90E-08
17	ZSWIM7	7.60E-06	2.09E-06	1.11E-06	6.87E-07	4.39E-06	3.61E-07	3.78E-06	3.05E-06	3.86E-07	3.78E-06	3.05E-06	6.14E-07	3.31E-07	3.36E-07	2.01E-08
17	TTC19	2.16E-05	6.31E-06	2.33E-06	1.29E-06	1.30E-05	2.86E-06	9.85E-06	7.60E-06	1.27E-06	9.87E-06	7.69E-06	3.20E-06	4.39E-07	8.34E-07	1.39E-08
17	NCOR1	0.000112033	2.73E-05	1.35E-05	7.18E-06	7.12E-05	6.15E-06	6.14E-05	5.64E-05	1.45E-05	6.14E-05	5.65E-05	1.86E-05	2.07E-06	5.07E-06	4.07E-08
17	PIGL	1.27E-05	3.19E-06	1.19E-06	6.92E-07	8.30E-06	2.30E-06	5.49E-06	4.63E-06	1.11E-06	5.49E-06	4.65E-06	3.02E-06	2.74E-07	3.99E-07	1.82E-08
17	CENPV	2.19E-05	7.29E-06	1.27E-06	6.75E-07	1.34E-05	1.13E-06	7.89E-06	6.40E-06	1.15E-06	7.89E-06	6.40E-06	1.49E-06	1.81E-07	4.74E-07	1.93E-08
17	UBB	1.13E-05	3.33E-06	5.11E-07	2.45E-07	7.42E-06	2.41E-06	7.07E-06	6.51E-06	2.62E-07	7.09E-06	6.57E-06	2.41E-06	1.93E-08	2.13E-07	1.33E-08
17	TRPV2	4.21E-05	1.24E-05	4.37E-06	2.36E-06	2.53E-05	1.10E-05	1.85E-05	1.63E-05	3.93E-06	1.87E-05	1.69E-05	1.13E-05	7.22E-07	1.61E-06	2.18E-08
17	LRRC75A	2.55E-05	5.89E-06	2.12E-06	1.05E-06	1.74E-05	1.17E-07	1.49E-05	1.40E-05	4.83E-06	1.49E-05	1.40E-05	4.94E-06	1.39E-07	8.63E-07	4.32E-08
17	ZNF287	3.67E-05	9.61E-06	3.54E-06	1.71E-06	2.36E-05	1.63E-06	1.42E-05	1.26E-05	6.96E-07	1.42E-05	1.26E-05	2.30E-06	2.25E-07	1.47E-06	1.33E-08
17	ZNF624	3.17E-05	7.71E-06	3.23E-06	1.56E-06	2.08E-05	2.40E-06	1.47E-05	1.25E-05	1.71E-07	1.47E-05	1.26E-05	2.57E-06	2.02E-07	1.34E-06	2.01E-08
17	CCDC144A	5.62E-05	1.48E-05	6.29E-06	3.23E-06	3.51E-05	0	1.31E-05	8.58E-06	0	1.31E-05	8.58E-06	0	7.62E-07	2.45E-06	2.61E-08
17	FAM106C	6.35E-06	1.57E-06	4.77E-07	2.22E-07	4.30E-06	0	0	0	0	0	0	0	0	2.04E-07	1.80E-08
17	TNFRSF13B	1.51E-05	4.22E-06	1.13E-06	6.14E-07	9.80E-06	3.31E-06	4.32E-06	3.45E-06	1.47E-08	4.78E-06	4.23E-06	3.31E-06	1.82E-07	4.11E-07	2.01E-08
17	MPRIP	0.000129466	3.74E-05	9.43E-06	4.81E-06	8.26E-05	7.03E-06	3.57E-05	3.30E-05	9.67E-06	3.58E-05	3.32E-05	1.41E-05	1.07E-06	3.70E-06	3.79E-08
17	PLD6	2.05E-05	6.62E-06	9.50E-07	4.56E-07	1.29E-05	3.80E-07	9.48E-06	8.14E-06	1.24E-06	9.49E-06	8.15E-06	1.43E-06	4.59E-08	3.95E-07	1.45E-08
17	FLCN	3.89E-05	1.18E-05	2.67E-06	1.49E-06	2.45E-05	1.64E-05	1.86E-05	1.68E-05	4.38E-06	1.93E-05	1.85E-05	1.64E-05	4.98E-07	9.44E-07	4.42E-08
17	COPS3	1.86E-05	4.70E-06	2.61E-06	1.55E-06	1.13E-05	5.33E-07	1.03E-05	8.98E-06	1.93E-06	1.03E-05	8.98E-06	2.27E-06	6.81E-07	8.48E-07	1.69E-08
17	NT5M	1.76E-05	5.52E-06	9.09E-07	5.83E-07	1.12E-05	4.96E-07	9.57E-06	8.02E-06	2.45E-06	9.57E-06	8.02E-06	2.65E-06	3.04E-07	2.61E-07	1.84E-08
17	MED9	1.01E-05	3.43E-06	6.64E-07	3.33E-07	6.04E-06	2.52E-07	5.36E-06	4.65E-06	7.50E-07	5.36E-06	4.65E-06	7.78E-07	4.61E-08	2.65E-07	2.24E-08
17	RASD1	2.56E-05	8.02E-06	9.39E-07	4.66E-07	1.66E-05	7.10E-06	1.46E-05	1.30E-05	4.68E-06	1.46E-05	1.30E-05	7.48E-06	4.58E-08	3.78E-07	4.17E-08
17	PEMT	1.59E-05	4.37E-06	1.55E-06	9.15E-07	1.00E-05	8.68E-07	6.05E-06	4.77E-06	7.55E-07	6.05E-06	4.77E-06	1.39E-06	3.67E-07	5.10E-07	3.82E-08
17	RAI1	0.000110549	3.49E-05	6.24E-06	2.87E-06	6.94E-05	9.12E-06	4.33E-05	3.65E-05	2.60E-06	4.33E-05	3.66E-05	1.06E-05	1.56E-07	2.69E-06	2.17E-08
17	SREBF1	7.24E-05	2.25E-05	3.70E-06	2.14E-06	4.63E-05	5.22E-06	3.51E-05	3.12E-05	9.48E-06	3.51E-05	3.13E-05	1.22E-05	8.68E-07	1.25E-06	2.13E-08
17	MIR6777	2.02E-08	0	2.02E-08	2.02E-08	0	0	0	0	0	0	0	0	2.02E-08	0	0
17	TOM1L2	3.03E-05	8.49E-06	3.49E-06	2.00E-06	1.84E-05	1.02E-06	1.70E-05	1.50E-05	4.62E-06	1.70E-05	1.50E-05	5.15E-06	7.97E-07	1.19E-06	1.93E-08
17	DRC3	3.09E-05	9.33E-06	2.38E-06	1.52E-06	1.92E-05	6.70E-07	1.25E-05	1.05E-05	1.78E-06	1.25E-05	1.05E-05	2.32E-06	7.97E-07	6.89E-07	3.48E-08
17	ATPAF2	1.66E-05	4.86E-06	1.14E-06	6.92E-07	1.06E-05	3.21E-06	8.16E-06	6.79E-06	1.38E-06	8.16E-06	6.81E-06	3.27E-06	3.16E-07	3.57E-07	1.93E-08
17	GID4	2.12E-05	6.74E-06	1.21E-06	6.78E-07	1.32E-05	1.90E-06	1.14E-05	9.66E-06	1.55E-06	1.14E-05	9.66E-06	2.31E-06	2.31E-07	4.25E-07	2.22E-08
17	DRG2	2.26E-05	6.45E-06	2.21E-06	1.38E-06	1.39E-05	1.70E-06	1.32E-05	1.25E-05	5.02E-06	1.32E-05	1.25E-05	5.68E-06	6.71E-07	6.70E-07	3.68E-08
17	MYO15A	0.000232427	6.98E-05	1.69E-05	9.31E-06	0.000145803	6.31E-05	0.000105465	8.89E-05	4.82E-07	0.000106706	9.32E-05	6.31E-05	3.25E-06	6.04E-06	2.12E-08
17	ALKBH5	3.21E-05	9.85E-06	1.45E-06	7.29E-07	2.08E-05	1.76E-07	1.80E-05	1.59E-05	5.12E-06	1.80E-05	1.59E-05	5.21E-06	1.37E-07	5.74E-07	1.84E-08
17	LLGL1	6.84E-05	2.04E-05	4.34E-06	2.50E-06	4.36E-05	3.86E-06	3.64E-05	3.26E-05	9.73E-06	3.65E-05	3.28E-05	1.27E-05	1.00E-06	1.47E-06	2.55E-08
17	FLII	7.90E-05	2.35E-05	5.80E-06	3.48E-06	4.97E-05	3.06E-06	4.26E-05	3.91E-05	1.23E-05	4.26E-05	3.91E-05	1.38E-05	1.61E-06	1.86E-06	1.35E-08
17	MIEF2	3.05E-05	6.72E-06	2.20E-06	1.07E-06	2.16E-05	7.47E-09	1.25E-05	1.07E-05	1.06E-06	1.25E-05	1.07E-05	1.07E-06	1.40E-07	8.99E-07	3.50E-08
17	TOP3A	5.30E-05	1.41E-05	5.48E-06	2.90E-06	3.35E-05	4.48E-06	2.61E-05	2.39E-05	8.96E-06	2.61E-05	2.39E-05	1.05E-05	8.18E-07	2.06E-06	2.56E-08
17	SMCR8	4.16E-05	1.22E-05	2.28E-06	1.05E-06	2.72E-05	2.16E-06	1.86E-05	1.69E-05	1.73E-06	1.86E-05	1.69E-05	3.65E-06	4.53E-08	9.83E-07	1.84E-08
17	SHMT1	2.46E-05	7.01E-06	2.36E-06	1.32E-06	1.52E-05	5.34E-06	1.28E-05	1.20E-05	5.34E-06	1.28E-05	1.20E-05	6.96E-06	4.79E-07	8.31E-07	1.38E-08
17	MIR6778	2.02E-08	0	2.02E-08	2.02E-08	0	0	0	0	0	0	0	0	2.02E-08	0	0
17	EVPLL	2.24E-05	6.48E-06	2.07E-06	1.16E-06	1.39E-05	0	7.92E-06	6.36E-06	8.55E-08	7.92E-06	6.36E-06	8.55E-08	4.10E-07	7.29E-07	1.99E-08
17	LGALS9C	2.07E-05	5.90E-06	1.81E-06	1.06E-06	1.30E-05	4.02E-08	5.96E-06	5.33E-06	0	5.96E-06	5.33E-06	4.02E-08	4.47E-07	5.92E-07	2.60E-08
17	FAM106A	6.54E-06	1.57E-06	4.83E-07	2.25E-07	4.49E-06	0	2.94E-07	8.61E-08	0	2.94E-07	8.61E-08	0	0	2.07E-07	1.81E-08
17	TBC1D28	1.06E-05	2.68E-06	1.32E-06	7.56E-07	6.60E-06	0	1.88E-06	1.08E-06	0	1.88E-06	1.08E-06	0	2.90E-07	4.49E-07	1.69E-08
17	FOXO3B	8.21E-06	2.88E-06	4.02E-07	2.31E-07	4.92E-06	0	1.40E-06	8.44E-07	0	1.40E-06	8.44E-07	0	9.46E-08	1.37E-07	0
17	TRIM16L	2.17E-05	4.73E-06	2.12E-06	1.29E-06	1.49E-05	7.31E-07	6.78E-06	5.57E-06	0	6.78E-06	5.59E-06	7.31E-07	5.90E-07	6.60E-07	4.25E-08
17	FBXW10	4.83E-05	1.26E-05	5.61E-06	2.90E-06	3.01E-05	1.44E-06	1.64E-05	1.36E-05	4.15E-07	1.64E-05	1.37E-05	1.76E-06	7.11E-07	2.17E-06	1.39E-08
17	TVP23B	8.76E-06	2.26E-06	1.11E-06	6.77E-07	5.40E-06	5.57E-07	3.69E-06	2.91E-06	4.26E-07	3.69E-06	2.91E-06	7.17E-07	2.92E-07	3.45E-07	3.92E-08
17	PRPSAP2	1.91E-05	4.98E-06	1.62E-06	1.03E-06	1.26E-05	8.02E-06	1.02E-05	9.37E-06	2.33E-06	1.03E-05	9.86E-06	8.03E-06	5.36E-07	4.72E-07	1.84E-08
17	SLC5A10	4.22E-05	1.31E-05	3.03E-06	1.74E-06	2.61E-05	1.74E-05	1.96E-05	1.82E-05	5.77E-06	1.98E-05	1.87E-05	1.74E-05	6.94E-07	1.03E-06	2.12E-08
17	FAM83G	5.25E-05	1.62E-05	2.77E-06	1.34E-06	3.36E-05	1.76E-07	2.34E-05	2.07E-05	6.00E-06	2.34E-05	2.07E-05	6.02E-06	1.86E-07	1.14E-06	1.97E-08
17	GRAP	1.74E-05	3.65E-06	1.42E-06	8.15E-07	1.23E-05	2.19E-06	8.18E-06	7.16E-06	1.77E-06	8.19E-06	7.18E-06	3.10E-06	3.03E-07	4.82E-07	3.06E-08
17	GRAPL	6.62E-06	1.83E-06	5.94E-07	4.21E-07	4.20E-06	1.25E-06	3.24E-06	2.89E-06	2.74E-07	3.25E-06	2.90E-06	1.35E-06	2.59E-07	1.39E-07	2.24E-08
17	EPN2	3.57E-05	1.07E-05	2.89E-06	1.50E-06	2.21E-05	2.24E-06	1.69E-05	1.50E-05	3.50E-06	1.69E-05	1.50E-05	4.57E-06	3.65E-07	1.11E-06	2.06E-08
17	B9D1	2.49E-05	4.55E-06	2.42E-06	1.38E-06	1.79E-05	2.73E-06	7.13E-06	5.97E-06	2.20E-06	7.13E-06	5.97E-06	2.98E-06	3.43E-07	8.38E-07	1.95E-07
17	MAPK7	4.72E-05	1.33E-05	2.61E-06	1.33E-06	3.13E-05	5.63E-06	2.33E-05	2.05E-05	2.08E-06	2.34E-05	2.07E-05	6.63E-06	2.96E-07	1.02E-06	1.84E-08
17	MFAP4	1.60E-05	4.88E-06	1.57E-06	9.19E-07	9.60E-06	1.90E-06	8.04E-06	7.20E-06	1.90E-06	8.04E-06	7.20E-06	3.05E-06	3.77E-07	5.24E-07	1.83E-08
17	RNF112	3.51E-05	1.00E-05	2.21E-06	1.32E-06	2.29E-05	0	1.72E-05	1.45E-05	1.32E-06	1.72E-05	1.45E-05	1.32E-06	5.95E-07	7.09E-07	1.56E-08
17	SLC47A1	3.13E-05	9.54E-06	2.59E-06	1.57E-06	1.92E-05	1.41E-06	1.21E-05	1.10E-05	1.03E-06	1.21E-05	1.10E-05	2.18E-06	7.33E-07	8.18E-07	2.22E-08
17	ALDH3A2	2.56E-05	6.60E-06	2.28E-06	1.30E-06	1.67E-05	7.45E-06	1.33E-05	1.18E-05	2.98E-06	1.33E-05	1.19E-05	7.58E-06	4.74E-07	7.85E-07	4.28E-08
17	SLC47A2	3.11E-05	9.62E-06	2.46E-06	1.61E-06	1.91E-05	5.75E-07	1.10E-05	9.55E-06	5.23E-07	1.10E-05	9.55E-06	8.93E-07	9.06E-07	6.82E-07	1.97E-08
